,БЮ,Склад,Местоположение,"Код 
номенклатуры",Краткое наименование,Описание товара,Reason code,ТГ,НГ,Поставщик,Наименование,"Физические 
запасы",Продано,"Зарезерви
ровано",Доступно
6403,825,V_825,V-Sales_825,80412578,ножи,"Нож универс. BERKRAFT Graphite HY-K2024-4, 12,5 см, графит",001 Товар на реализа,22,138,80001303,YANGJIANG HENGYU INDUSTRY AND TRADE COMPANY LTD.,32,,,32.0
6404,825,V_825,V-Sales_825,80412582,Стеллажи,"Полка 3-ярусная угловая HOFF SB034, чёрный",001 Товар на реализа,20,115,80002763,Guangdong Victory Industry Limited,5,,,5.0
6405,825,V_825,V-Sales_825,80412583,Шторы готовые,"Штора MICASA Sandy A90079, бежевый (5), 180х280 см, сатин, лента",001 Товар на реализа,21,033,80001142,"HANG ZHOU CHINA HOUSE TEXTILE CO.,LTD",5,,,5.0
6406,825,V_825,V-Sales_825,80412584,Шторы готовые,"Штора MICASA Sandy A90079, кофейный (6), 180х280 см, сатин, лента",001 Товар на реализа,21,033,80001142,"HANG ZHOU CHINA HOUSE TEXTILE CO.,LTD",12,,,12.0
6407,825,V_825,V-Sales_825,80412585,Шторы готовые,"Штора MICASA Sandy A90079, серый (11), 180х280 см, сатин, лента",001 Товар на реализа,21,033,80001142,"HANG ZHOU CHINA HOUSE TEXTILE CO.,LTD",7,,,7.0
6408,825,V_825,V-Sales_825,80412586,Шторы готовые,"Штора MICASA Sandy A90079, бирюзовый (15), 180х280 см, сатин, лента",001 Товар на реализа,21,033,80001142,"HANG ZHOU CHINA HOUSE TEXTILE CO.,LTD",8,,,8.0
6409,825,V_825,V-Sales_825,80412587,Шторы готовые,"Штора MICASA Sandy A90079, фиолетовый (25), 180х280 см, сатин, лента",001 Товар на реализа,21,033,80001142,"HANG ZHOU CHINA HOUSE TEXTILE CO.,LTD",18,,,18.0
6410,825,V_825,V-Sales_825,80412588,Шторы готовые,"Штора MICASA Sandy A90079, зелёный (32), 180х280 см, сатин, лента",001 Товар на реализа,21,033,80001142,"HANG ZHOU CHINA HOUSE TEXTILE CO.,LTD",12,,,12.0
6411,825,V_825,V-Sales_825,80412591,Шторы готовые,"Штора ESTUDI BLANCO Ornella A71968G, розовый (16), абстракция, 180х280 см, жаккард, лента",001 Товар на реализа,21,033,80001142,"HANG ZHOU CHINA HOUSE TEXTILE CO.,LTD",1,,,1.0
6412,825,V_825,V-Sales_825,80412593,швабры и акс для швабр,"Швабра со сменной насадкой с отжимом MITTE Easy Mop 21HDL0609-01, сине-зелёный/серый + доп. сменная насадка, серый",001 Товар на реализа,28,207,80002352,NINGBO HOME-DOLLAR IMP. & EXP. CORP,2,,,2.0
6413,825,V_825,V-Sales_825,80412594,швабры и акс для швабр,"Швабра со сменной насадкой с отжимом MITTE Expert 21HDL0609-04, сине-зелёный/серый + доп. сменная насадка, серый",001 Товар на реализа,28,207,80002352,NINGBO HOME-DOLLAR IMP. & EXP. CORP,9,,,9.0
6414,825,V_825,V-Sales_825,80412595,швабры и акс для швабр,"Швабра со сменной насадкой с отжимом MITTE Twist 21HDL0607-02, серый + доп. сменная насадка, серый",001 Товар на реализа,28,207,80002352,NINGBO HOME-DOLLAR IMP. & EXP. CORP,20,,,20.0
6415,825,V_825,V-Sales_825,80412601,бытовые мелочи,"Декоративная плёнка самоклеящаяся MITTE 21HDL0608-01, 300х60 см",001 Товар на реализа,28,188,80002352,NINGBO HOME-DOLLAR IMP. & EXP. CORP,31,,,31.0
6416,825,V_825,V-Sales_825,80412602,бытовые мелочи,"Декоративная плёнка самоклеящаяся MITTE 21HDL0608-02, 300х60 см, мрамор",001 Товар на реализа,28,188,80002352,NINGBO HOME-DOLLAR IMP. & EXP. CORP,9,,,9.0
6417,825,V_825,V-Sales_825,80412605,кружки,"Кружка Lefard Маковое поле (К. Моне) 104-529, 420 мл",001 Товар на реализа,22,137,80002694,"ООО ""Геллиус""",2,,,2.0
6418,825,V_825,V-Sales_825,80412816,бак для мусора металл,"Бак для мусора с крышкой BERKRAFT Optima 85387-HF001, 5 л (педальный)",001 Товар на реализа,28,100,80002525,Guangzhou Homfel Ltd.,2,,,2.0
6419,825,V_825,V-Sales_825,80412818,бак для мусора металл,"Бак для мусора с крышкой BERKRAFT Optima 85389-HF001, 20 л (педальный)",001 Товар на реализа,28,100,80002525,Guangzhou Homfel Ltd.,1,,,1.0
6420,825,V_825,V-Sales_825,80412819,контейнеры,"Контейнер BERKRAFT Easy S 66802, 750 мл, бирюзовый",001 Товар на реализа,22,149,80002136,"АО ""Полимербыт""",34,,,34.0
6421,825,V_825,V-Sales_825,80412820,контейнеры,"Контейнер BERKRAFT Easy S 66902, 1100 мл, бирюзовый",001 Товар на реализа,22,149,80002136,"АО ""Полимербыт""",25,,,25.0
6422,825,V_825,V-Sales_825,80412821,контейнеры,"Контейнер BERKRAFT Easy M 67502, 1500 мл, бирюзовый",001 Товар на реализа,22,149,80002136,"АО ""Полимербыт""",35,,,35.0
6423,825,V_825,V-Sales_825,80412822,контейнеры,"Контейнер BERKRAFT Easy L 67102, 1600 мл, бирюзовый",001 Товар на реализа,22,149,80002136,"АО ""Полимербыт""",19,,,19.0
6424,825,V_825,V-Sales_825,80412823,контейнеры,"Контейнер BERKRAFT Easy L 67202, 2400 мл, бирюзовый",001 Товар на реализа,22,149,80002136,"АО ""Полимербыт""",14,,,14.0
6425,825,V_825,V-Sales_825,80412824,Бра,"Люстра Natali Kovaltseva LED LAMPS 81111, белый",001 Товар на реализа,25,095,80002526,"ООО ""КОВАЛЬЦЕВА ЛАЙТ""",2,,,2.0
6426,825,V_825,V-Sales_825,80412825,Бра,"Люстра Natali Kovaltseva LED LAMPS 81112, белый",001 Товар на реализа,25,095,80002526,"ООО ""КОВАЛЬЦЕВА ЛАЙТ""",1,,,1.0
6427,825,V_825,V-Sales_825,80412826,Бра,"Люстра Natali Kovaltseva LED LAMPS 81113, белый",001 Товар на реализа,25,095,80002526,"ООО ""КОВАЛЬЦЕВА ЛАЙТ""",5,,,5.0
6428,825,V_825,V-Sales_825,80412831,Потолочные LED люстры,"Люстра Natali Kovaltseva HIGH-TECH LED LAMPS 82036, белый",001 Товар на реализа,25,340,80002526,"ООО ""КОВАЛЬЦЕВА ЛАЙТ""",1,,,1.0
6429,825,V_825,V-Sales_825,80412868,Зеркала настенные,"Зеркало в раме GRZO 36017, 50х70 см, тёмно-коричневый с золотом (68-0088)",001 Товар на реализа,23,097,80002474,"ООО ""ГРАФИС АРТ""",3,,,3.0
6430,825,V_825,V-Sales_825,80413329,Коврики для ванной комнаты,"Коврик для ван. комнаты AQUA-PRIME  Be'Maks AQP.BAN.153-1.60x100, 60х100 см, бежевый (153)",001 Товар на реализа,20,081,80002893,"ООО ""ДЕКОТЕКС""",7,,,7.0
6431,825,V_825,V-Sales_825,80413330,Коврики для ванной комнаты,"Коврик для ван. комнаты AQUA-PRIME Be'Maks AQP.BAN.161-1.60x100, 60х100 см, синий (161)",001 Товар на реализа,20,081,80002893,"ООО ""ДЕКОТЕКС""",4,,,4.0
6432,825,V_825,V-Sales_825,80413331,Коврики для ванной комнаты,"Коврик для ван. комнаты AQUA-PRIME Be'Maks AQP.BAN.178-1.60x100, 60х100 см, оранжевый (178)",001 Товар на реализа,20,081,80002893,"ООО ""ДЕКОТЕКС""",3,,,3.0
6433,825,V_825,V-Sales_825,80413332,Коврики для ванной комнаты,"Коврик для ван. комнаты AQUA-PRIME Be'Maks AQP.BAN.172-1.60x100, 60х100 см, серый (172)",001 Товар на реализа,20,081,80002893,"ООО ""ДЕКОТЕКС""",2,,,2.0
6434,825,V_825,V-Sales_825,80413333,Наб. ковриков для ванной,"Набор ковриков для ван. комнаты и туалета AQUA-PRIME Be'Maks AQP.BAN.153-2.60x100, 2 шт., бежевый (153)",001 Товар на реализа,20,081,80002893,"ООО ""ДЕКОТЕКС""",3,,,3.0
6435,825,V_825,V-Sales_825,80413334,Наб. ковриков для ванной,"Набор ковриков для ван. комнаты и туалета AQUA-PRIME Be'Maks AQP.BAN.172-2.60x100, 2 шт., серый (172)",001 Товар на реализа,20,081,80002893,"ООО ""ДЕКОТЕКС""",5,,,5.0
6436,825,V_825,V-Sales_825,80413335,Наб. ковриков для ванной,"Набор ковриков для ван. комнаты и туалета AQUA-PRIME Be'Maks AQP.BAN.152.154-2.60x100, 2 шт., светло-коричневый (152)/кремовый (152)",001 Товар на реализа,20,081,80002893,"ООО ""ДЕКОТЕКС""",5,,,5.0
6437,825,V_825,V-Sales_825,80413345,"доска глад, акс для глажки","Глад. доска HAUSHALT Orchid HP1T/O, 120х40 см, чёрный/белый, с удлинителем НP",001 Товар на реализа,28,102,80000216,"ООО ""Энди""",9,,,9.0
6438,825,V_825,V-Sales_825,80413349,Навес. полки,Полка угловая 2-ярусная BERKRAFT 73154-001,001 Товар на реализа,20,113,80002525,Guangzhou Homfel Ltd.,4,,,4.0
6439,825,V_825,V-Sales_825,80413350,Навес. полки,Полка угловая 3-ярусная BERKRAFT 73155-001,001 Товар на реализа,20,113,80002525,Guangzhou Homfel Ltd.,3,,,3.0
6440,825,V_825,V-Sales_825,80413562,Коврики для ванной комнаты,"Коврик для ван. комнаты AQUA-PRIME Melany AQP.ML.51-1.60х100, 60х100 см, бежевый",001 Товар на реализа,20,081,80002893,"ООО ""ДЕКОТЕКС""",3,,,3.0
6441,825,V_825,V-Sales_825,80413563,Коврики для ванной комнаты,"Коврик для ван. комнаты AQUA-PRIME Melany AQP.ML.02-1.60х100, 60х100 см, серый",001 Товар на реализа,20,081,80002893,"ООО ""ДЕКОТЕКС""",2,,,2.0
6442,825,V_825,V-Sales_825,80413564,Коврики для ванной комнаты,"Коврик для ван. комнаты AQUA-PRIME Melany AQP.ML.60-1.60х100, 60х100 см, тёмно-зелёный",001 Товар на реализа,20,081,80002893,"ООО ""ДЕКОТЕКС""",4,,,4.0
6443,825,V_825,V-Sales_825,80413567,салатники порционные,"Салатник Home Collection Primrose W008-A07132, 690 мл, салатовый",001 Товар на реализа,22,137,80002257,"ООО ""КОРАЛЛ""",24,,,24.0
6444,825,V_825,V-Sales_825,80413568,тарелки десертные (18-20),"Тарелка десертная Home Collection Primrose P011-A07132, D19 см, салатовый",001 Товар на реализа,22,137,80002257,"ООО ""КОРАЛЛ""",13,,,13.0
6445,825,V_825,V-Sales_825,80413569,тарелки обеденные (21-28),"Тарелка обеденная Home Collection Primrose P016-A07132, D24 см, салатовый",001 Товар на реализа,22,137,80002257,"ООО ""КОРАЛЛ""",1,,,1.0
6446,825,V_825,V-Sales_825,80413570,тарелки суповые,"Тарелка суповая Home Collection Primrose B0943-A07132, 300 мл, салатовый",001 Товар на реализа,22,137,80002257,"ООО ""КОРАЛЛ""",26,,,26.0
6447,825,V_825,V-Sales_825,80413571,тарелки блюда,"Блюдо овальное Home Collection Primrose B1193-A07132, 25х1,5х11,5 см, салатовый",001 Товар на реализа,22,137,80002257,"ООО ""КОРАЛЛ""",9,,,9.0
6448,825,V_825,V-Sales_825,80413576,салатники порционные,"Салатник NuovaCasa Artizan ST2658, 540 мл, бежевый",001 Товар на реализа,22,137,80002257,"ООО ""КОРАЛЛ""",15,,,15.0
6449,825,V_825,V-Sales_825,80413577,тарелки десертные (18-20),"Тарелка NuovaCasa Artizan ST2659, D20 см, бежевый",001 Товар на реализа,22,137,80002257,"ООО ""КОРАЛЛ""",14,,,14.0
6450,825,V_825,V-Sales_825,80413578,тарелки обеденные (21-28),"Тарелка NuovaCasa Artizan ST2831, D24 см, бежевый",001 Товар на реализа,22,137,80002257,"ООО ""КОРАЛЛ""",11,,,11.0
6451,825,V_825,V-Sales_825,80413582,137 кружки,"Кружка Cmielow 0033820 Rococo E280, 300 мл, белый",001 Товар на реализа,22,137,80002602,"ООО ""Богемия Трейдинг""",2,,,2.0
6452,825,V_825,V-Sales_825,80413587,наборы для специй.,"Солонка Cmielow 0036661 Rococo E280, 4,3х6,3х4,3 см, белый",001 Товар на реализа,22,137,80002602,"ООО ""Богемия Трейдинг""",1,,,1.0
6453,825,V_825,V-Sales_825,80413860,столовые приборы отдельно,"Набор ложек чайных APOLLO Aurora AUR-053, 22,5 см, 3 шт.",001 Товар на реализа,22,179,80002364,"ООО ""Аполло""",19,,,19.0
6454,825,V_825,V-Sales_825,80413861,столовые приборы отдельно,"Набор вилок столовых APOLLO Aurora AUR-023, 22,5 см, 3 шт.",001 Товар на реализа,22,179,80002364,"ООО ""Аполло""",7,,,7.0
6455,825,V_825,V-Sales_825,80413862,столовые приборы отдельно,"Набор ложек столовых APOLLO Aurora AUR-043, 19 см, 3 шт.",001 Товар на реализа,22,179,80002364,"ООО ""Аполло""",18,,,18.0
6456,825,V_825,V-Sales_825,80413863,столовые приборы отдельно,"Набор ножей столовых APOLLO Aurora AUR-033, 25,5 см, 3 шт.",001 Товар на реализа,22,179,80002364,"ООО ""Аполло""",15,,,15.0
6457,825,V_825,V-Sales_825,80413992,Лампочки светодиодные,"Лампа светодиодная gauss Elementary 10724 (4W, G4, капсула, естественный)",001 Товар на реализа,25,073,80003357,"ООО ""Гаусс Лайтинг""",15,,,15.0
6458,825,V_825,V-Sales_825,80413994,Подсветки - свет,"Светильник сенсорный gauss C 9020531235, чёрный/серебряный",001 Товар на реализа,25,132,80003357,"ООО ""Гаусс Лайтинг""",2,,,2.0
6459,825,V_825,V-Sales_825,80413995,Подсветки - свет,"Светильник сенсорный gauss B 9019531206-T, чёрный/серебряный",001 Товар на реализа,25,132,80003357,"ООО ""Гаусс Лайтинг""",3,,,3.0
6460,825,V_825,V-Sales_825,80413996,Подсветки - свет,"Светильник сенсорный gauss B 9019531209-T, чёрный/серебряный",001 Товар на реализа,25,132,80003357,"ООО ""Гаусс Лайтинг""",1,,,1.0
6461,825,V_825,V-Sales_825,80413997,Подсветки - свет,"Светильник сенсорный gauss F 9022531206, чёрный/белый",001 Товар на реализа,25,132,80003357,"ООО ""Гаусс Лайтинг""",2,,,2.0
6462,825,V_825,V-Sales_825,80414000,Поворотные споты,"Набор трековых светильников gauss Track Light TR092, 3 шт., чёрный",001 Товар на реализа,25,199,80003357,"ООО ""Гаусс Лайтинг""",1,,,1.0
6463,825,V_825,V-Sales_825,80414098,разделочные доски,"Доска разделочная WALMER CHIP W21083930, 30х39 см, коричневый",001 Товар на реализа,22,180,80000623,"ООО ""Домострой""",1,,,1.0
6464,825,V_825,V-Sales_825,80414099,разделочные доски,"Доска разделочная WALMER SAFARI W21083821, 21,5х38 см, светлое дерево",001 Товар на реализа,22,180,80000623,"ООО ""Домострой""",4,,,4.0
6465,825,V_825,V-Sales_825,80414101,разделочные доски,"Доска сервировочная WALMER STATE W21094027, 27х40,5 см, коричневый/белый",001 Товар на реализа,22,180,80000623,"ООО ""Домострой""",4,,,4.0
6466,825,V_825,V-Sales_825,80414275,Отд.ст. стаканчики,"Стакан для зубных щёток WasserKRAFT Brenz K-39928, белый",001 Товар на реализа,20,114,80001289,"ООО ""Сила воды""",4,,,4.0
6467,825,V_825,V-Sales_825,80414276,Отд.ст. мыльницы,"Мыльница WasserKRAFT Brenz K-39929, белый",001 Товар на реализа,20,114,80001289,"ООО ""Сила воды""",6,,,6.0
6468,825,V_825,V-Sales_825,80414277,Отд.ст. диспенсеры,"Дозатор для жидкого мыла Brenz K-39999 , 400 мл, белый",001 Товар на реализа,20,114,80001289,"ООО ""Сила воды""",10,,,10.0
6469,825,V_825,V-Sales_825,80414278,Отд.ст. ершики,"Щётка для унитаза напольная WasserKRAFT Brenz K-39927, белый",001 Товар на реализа,20,114,80001289,"ООО ""Сила воды""",9,,,9.0
6470,825,V_825,V-Sales_825,80414280,Отд.ст. мыльницы,"Мыльница WasserKRAFT Zusam K-33529, серый",001 Товар на реализа,20,114,80001289,"ООО ""Сила воды""",13,,,13.0
6471,825,V_825,V-Sales_825,80414281,Отд.ст. диспенсеры,"Дозатор для жидкого мыла Zusam K-33599, 300 мл, серый",001 Товар на реализа,20,114,80001289,"ООО ""Сила воды""",1,,,1.0
6472,825,V_825,V-Sales_825,80414282,Отд.ст. ершики,"Щётка для унитаза напольная WasserKRAFT Zusam K-33527, серый",001 Товар на реализа,20,114,80001289,"ООО ""Сила воды""",5,,,5.0
6473,825,V_825,V-Sales_825,80414283,Отд.ст. стаканчики,"Стакан для зубных щёток WasserKRAFT Beke K-36628, серый",001 Товар на реализа,20,114,80001289,"ООО ""Сила воды""",7,,,7.0
6474,825,V_825,V-Sales_825,80414284,Отд.ст. мыльницы,"Мыльница WasserKRAFT Beke K-36629, серый",001 Товар на реализа,20,114,80001289,"ООО ""Сила воды""",12,,,12.0
6475,825,V_825,V-Sales_825,80414285,Отд.ст. диспенсеры,"Дозатор для жидкого мыла Beke K-36699, 220 мл, серый",001 Товар на реализа,20,114,80001289,"ООО ""Сила воды""",3,,,3.0
6476,825,V_825,V-Sales_825,80414286,Отд.ст. ершики,"Щётка для унитаза напольная WasserKRAFT Beke K-36627, серый",001 Товар на реализа,20,114,80001289,"ООО ""Сила воды""",3,,,3.0
6477,825,V_825,V-Sales_825,80414288,Отд.ст. мыльницы,"Мыльница WasserKRAFT Trebel K-33829, белый",001 Товар на реализа,20,114,80001289,"ООО ""Сила воды""",1,,,1.0
6478,825,V_825,V-Sales_825,80414290,Отд.ст. ершики,"Щётка для унитаза напольная WasserKRAFT Trebel K-33827, белый",001 Товар на реализа,20,114,80001289,"ООО ""Сила воды""",9,,,9.0
