,БЮ,Склад,Местоположение,"Код 
номенклатуры",Краткое наименование,Описание товара,Reason code,ТГ,НГ,Поставщик,Наименование,"Физические 
запасы",Продано,"Зарезерви
ровано",Доступно
0,825,012_825,012_825-01-01-0,80054114,фурнитура 230,"Сушилка для посуды сетчатая, белый (для шкафа 80 см)",001 Товар на реализа,32,230,80000252,"ООО ""Алмаз""",1,,1.0,
1,825,012_825,012_825-01-01-0,80305201,смеситель,"Смеситель stOMEGA Omega 3302у-2, хром",001 Товар на реализа,32,321,80002492,"ООО ""САНТАКОМ""",2,,2.0,
2,825,012_825,012_825-01-01-0,80428728,Журнальный стол дерево,"Журнальный стол 500 Лофт, белый",001 Товар на реализа,33,020,80002304,"ООО ""Клинский Мебельный Комбинат""",1,,1.0,
3,825,012_825,012_825-01-01-0,80428733,Журнальный стол дерево,"Журнальный стол 400 Лофт, дуб сонома",001 Товар на реализа,33,020,80002304,"ООО ""Клинский Мебельный Комбинат""",1,,1.0,
4,825,012_825,012_825-01-01-0,80428734,Журнальный стол дерево,"Журнальный стол 400 Лофт, белый",001 Товар на реализа,33,020,80002304,"ООО ""Клинский Мебельный Комбинат""",1,,1.0,
5,825,012_825,012_825-01-01-0,80538797,табурет дерево,"Табурет Отто 1 МО-162, дуб крафт золотой/венге",001 Товар на реализа,40,313,80000239,"АО ""Бештау""",4,,4.0,
6,825,012_825,012_825-01-01-1,80369262,фасады 230,"Фасад шкафа 40х96 Эстель 39FH6, айленд силк",001 Товар на реализа,32,230,80002795,"ООО ""МФ Сурская Мебель""",-2,-2.0,,
7,825,012_825,012_825-01-02-0,80073968,сковороды антипр. покрытие,"Сковорода SCOVO Prosto СЭ-061, D24 см, бордовый",001 Товар на реализа,22,134,80000404,"ООО ""Торговый Дом ""Сково""",6,,6.0,
8,825,012_825,012_825-01-02-0,80273417,сотейники,"Жаровня с крышкой JARKO JBr1-724-11, D24 см, антрацит",001 Товар на реализа,22,134,80000377,"ООО ""Гвура""",1,,1.0,
9,825,012_825,012_825-01-02-0,80281679,отдельные предметы,"Бокал Pasabahce ""Касабланка"" 51258СЛ1, 235 мл",001 Товар на реализа,22,148,80002080,"ООО ""Меркурий""",6,,6.0,
10,825,012_825,012_825-01-02-0,80337029,лотки для приборов,"Лоток д/столовых приборов 60608, 26х33,3 см, белый",001 Товар на реализа,22,375,80002136,"АО ""Полимербыт""",1,,1.0,
11,825,012_825,012_825-01-02-0,80341620,н-ры посуды нерж. сталь,"Набор посуды BERKRAFT Maximus LB-1886A, 6 предм.",001 Товар на реализа,22,133,80002076,"FIRST-HORSE METAL PRODUCTS CO., LTD JIANGMEN CITY",1,,1.0,
12,825,012_825,012_825-01-02-0,80382465,Корзины для белья,"Корзина д/белья MICASA Westa 81840-001, 40 л, серый",001 Товар на реализа,20,115,80002525,Guangzhou Homfel Ltd.,1,,1.0,
13,825,012_825,012_825-01-02-0,80447781,салатники порционные,"Салатник Pasabahce ЛИНДЕН 10681СЛ1, 14,6х14,6 см",001 Товар на реализа,22,137,80002080,"ООО ""Меркурий""",6,,6.0,
14,825,012_825,012_825-01-02-0,80512090,"КПБ 1,5 спальные","КПБ 1,5 сп. MITTE Katrin 5021180/12 (нав. 50х70 см), серый",001 Товар на реализа,11,001,80002557,"АО ""Октекс""",2,,2.0,
15,825,012_825,012_825-01-02-0,80525521,сервизы обеденн. 6 персон,"Столовый набор Luminarc LOUIS XV V2940, на 6 персон, 18 предм., белый",001 Товар на реализа,22,135,80002298,"ООО ""Компания ""АРКА""",1,,1.0,
16,825,012_825,012_825-01-03-0,80329665,тарелки блюда,"Блюдо TUDOR ENGLAND TU1045-1, 21,5х30 см, белый",001 Товар на реализа,22,137,80002263,"ООО ""РМ-плюс""",2,,2.0,
17,825,012_825,012_825-01-03-0,80345428,Ограничитель,"Ограничитель кровати, Винтерберг (для царг 22 мм)",001 Товар на реализа,36,021,80002066,"ООО ""АО Романовская мебельная фабрика""",1,,1.0,
18,825,012_825,012_825-01-05-0,80066158,Напольные,"Вешалка напольная LILLE CH-4012, чёрный/хром",001 Товар на реализа,35,026,80002678,DIRECTLOWCOST.COM HONG KONG LIMITED,1,,1.0,
19,825,012_825,012_825-01-05-0,80272309,формы для выпечки,"Блюдо PYREX Irresistible 409B000/7046, 25х39 см",001 Товар на реализа,22,182,80002298,"ООО ""Компания ""АРКА""",1,,1.0,
20,825,012_825,012_825-01-05-0,80304688,салатники порционные,"Салатник MAXWELL & WILLIAMS ""Даймонд"" MW688-DV0042, D18 см, белый",001 Товар на реализа,22,137,80002538,"ООО ""Анна Лафарг""",1,,1.0,
21,825,012_825,012_825-01-05-0,80304690,тарелки обеденные (21-28),"Тарелка MAXWELL & WILLIAMS ""Даймонд"" MW688-JX260026, 26x26 см, белый",001 Товар на реализа,22,137,80002538,"ООО ""Анна Лафарг""",1,,1.0,
22,825,012_825,012_825-01-05-0,80304691,салатники сервировочные,"Салатник MAXWELL & WILLIAMS ""Даймонд"" MW688-JX260216, 16х16 см, белый",001 Товар на реализа,22,137,80002538,"ООО ""Анна Лафарг""",1,,1.0,
23,825,012_825,012_825-01-05-0,80304693,137 прочее для сервировки,"Блюдо MAXWELL & WILLIAMS ""Даймонд"" MW688-JX260330, 31х17 см, белый",001 Товар на реализа,22,137,80002538,"ООО ""Анна Лафарг""",1,,1.0,
24,825,012_825,012_825-01-05-0,80326847,крышки_350,"Крышка VANHOPPER Polar КС-GTL20110, D20 см, чёрный",001 Товар на реализа,22,350,80000377,"ООО ""Гвура""",1,,1.0,
25,825,012_825,012_825-01-05-0,80326850,крышки_350,"Крышка VANHOPPER Polar КС-GTL28110, D28 см, чёрный",001 Товар на реализа,22,350,80000377,"ООО ""Гвура""",1,,1.0,
26,825,012_825,012_825-01-05-0,80329670,салатники сервировочные,"Салатник TUDOR ENGLAND TU1055, D21 см, белый",001 Товар на реализа,22,137,80002263,"ООО ""РМ-плюс""",2,,2.0,
