,Склад,Местоположение,"Код 
номенклатуры",Краткое наименование,Описание товара,ТГ,"Зарезерви
ровано",Доступно
64,A11_825,A11_825_BEDDIG,80429665,"КПБ 1,5 спальные","КПБ 1,5 сп. MICASA Remigio 502101/28 (нав. 50х70 см - 2 шт.), бежевый/белый",11,,1.0
65,A11_825,A11_825_BEDDIG,80440381,"КПБ 1,5 спальные","КПБ 1,5 сп. ESTUDI BLANCO Inessa 570/0031667*/3028 (нав. 50(70)х70 см - 2 шт.), серый/жёлтый/розовый/бирюзовый",11,,1.0
66,A11_825,A11_825_BEDDIG,80440385,"КПБ 1,5 спальные","КПБ 1,5 сп. ESTUDI BLANCO Rafaella 570/0031667*/3032 (нав. 50(70)х70 см - 2 шт.), молочный/белый",11,,1.0
67,A11_825,A11_825_BEDDIG,80442774,"КПБ 1,5 спальные","КПБ 1,5 сп. IMPRESS Wendy 46662 (нав. 50х70 см - 2 шт.), бежевый",11,,1.0
68,A11_825,A11_825_BLANKET,80060611,"Одеяла 1,5 спальные","Одеяло KARIGUZ Bio Cotton БХл21-9-3, 150х200 см",11,,1.0
69,A11_825,A11_825_BLANKET,80257702,"Одеяла 1,5 спальные","Одеяло 1,5 сп. KARIGUZ ""Бэйсик Шелк"" БШл21-3-2, 140х205 см, в асс.",11,,1.0
70,A11_825,A11_825_BLANKET,80289621,"Одеяла 1,5 спальные","Одеяло 1,5 сп. KARIGUZ Био Тенцель БТ21-9-3, 150х200 см",11,,1.0
71,A11_825,A11_825_BLANKET,80295310,Подушки 50х70,"Подушка MITTE ""Овечья шерсть"" 549716, 50х70 см",11,,7.0
72,A11_825,A11_825_BLANKET,80295311,Подушки 70х70,"Подушка MITTE ""Овечья шерсть"" 549723, 70х70 см",11,,2.0
73,A11_825,A11_825_BLANKET,80295312,"Одеяла 1,5 спальные","Одеяло 1,5 сп. MITTE ""Овечья шерсть"" 549743, 140х205 см",11,,3.0
74,A11_825,A11_825_BLANKET,80295314,Одеяла евро,"Одеяло Евро MITTE ""Овечья шерсть"" 549745, 195х215 см",11,,2.0
75,A11_825,A11_825_BLANKET,80297889,"Одеяла 1,5 спальные","Одеяло 1,5 сп. KARIGUZ ""Колор Силк"" КС21-9-1+SL103(1), 150х200 см, в асс.",11,,1.0
76,A11_825,A11_825_BLANKET,80321836,"Одеяла 1,5 спальные","Одеяло 1,5 сп. MICASA ""Бамбук"" 263-862, 140х205 см",11,,1.0
77,A11_825,A11_825_BLANKET,80321839,"Одеяла 1,5 спальные","Одеяло 1,5 сп. MICASA ""Верблюд"" 2ш3-862, 140х205 см",11,,1.0
78,A11_825,A11_825_BLANKET,80321842,"Одеяла 1,5 спальные","Одеяло 1,5 сп. MICASA ""Кашемир"" 2к3-862, 140х205 см",11,,1.0
79,A11_825,A11_825_BLANKET,80325489,"Одеяла 1,5 спальные","Одеяло 1,5 сп. IMPRESS Microball, 140х205 см",11,,1.0
80,A11_825,A11_825_BLANKET,80326894,"Одеяла 1,5 спальные","Одеяло 1,5 сп. IMPRESS Harmony ИМОЛП6-1, 140х205 см",11,,1.0
81,A11_825,A11_825_BLANKET,80346331,"Одеяла 1,5 спальные","Одеяло стёганое MICASA Лен 2л7-862, 140х205 см",11,,1.0
82,A11_825,A11_825_BLANKET,80383442,"Одеяла 1,5 спальные","Одеяло 1,5 сп. MICASA Parro 687.2-21-3-3, 140х205 см",11,,1.0
83,A11_825,A11_825_BLANKET,80411500,"Одеяла 1,5 спальные","Одеяло 1,5 сп. ESTUDI BLANCO Нео ДИ-БН21-3-1, 140х205 см",11,,1.0
84,A11_825,A11_825_BLANKET,80411502,"Одеяла 1,5 спальные","Одеяло 1,5 сп. ESTUDI BLANCO TENCEL ДИ-БТ21-3-2, 140х205 см",11,,1.0
85,A11_825,a11_825_BLANKET,80416287,"Одеяла 1,5 спальные","Одеяло 1,5 сп. МОУЁ Merino MN-01/300MW-140, 140х205 см",11,,1.0
86,A11_825,A11_825_BLANKET,80416289,"Одеяла 1,5 спальные","Одеяло 1,5 сп. МОУЁ Perfeсt MS-01/200-PF-140, 140х205 см",11,,1.0
87,A11_825,a11_825_BLANKET,80419498,"Одеяла 1,5 спальные","Одеяло 1,5 сп. IMPRESS Лебяжий пух 25Б-862, 140х205 см",11,,1.0
88,A11_825,A11_825_BLANKET,80425538,"Одеяла 1,5 спальные","Одеяло 1,5 сп. МОУЁ home Hemp MN-01/300-HF-140, 140х205 см",11,,1.0
89,A11_825,A11_825_CURTAINS,80069062,тюль готовый,"Тюль Sanpa Аманда, белый (1585), 300х260 см, вуаль, лента",21,,1.0
90,A11_825,A11_825_CURTAINS,80093670,тюль готовый,"Тюль Sanpa Аманда, бежевый (2513), 300х260 см, вуаль, лента",21,,1.0
91,A11_825,A11_825_CURTAINS,80093671,тюль готовый,"Тюль Sanpa Аманда, бежевый (2513), 500х280 см, вуаль, лента",21,,1.0
92,A11_825,A11_825_CURTAINS,80265479,тюль готовый,"Тюль Garden C 1274 W2099 V12, кремовый, вензеля, 300х260 см, батист, лента",21,,1.0
93,A11_825,A11_825_CURTAINS,80265480,тюль готовый,"Тюль Garden C 1274 W2099 V11, серый, вензеля, 300х260 см, батист, лента",21,,1.0
94,A11_825,A11_825_CURTAINS,80293714,тюль готовый,"Тюль MITTE Emily A20001-1, белый, 300х260 см, вуаль, лента",21,,1.0
95,A11_825,A11_825_CURTAINS,80293715,тюль готовый,"Тюль MITTE Emily A20001-2, экрю, 300х260 см, вуаль, лента",21,,2.0
96,A11_825,A11_825_CURTAINS,80309777,Шторы готовые,"Штора ESTUDI BLANCO Amorette С 1467 - X537294V3, тёмно-серый, полосы, 200х260 см, вельвет, лента",21,1.0,
97,A11_825,A11_825_CURTAINS,80309778,Шторы готовые,"Штора ESTUDI BLANCO Aurelie С 537683V6, сиреневый/золотой, 200х260 см, жаккард, лента",21,,1.0
98,A11_825,A11_825_CURTAINS,80320075,тюль готовый,"Тюль Sanpa ""Дарсия"", белый (1000), 300х280 см, французский кристалон, лента",21,,1.0
99,A11_825,A11_825_CURTAINS,80320076,тюль готовый,"Тюль Sanpa ""Дарсия"", экрю (2000), 300х280 см, французский кристалон, лента",21,,1.0
100,A11_825,a11_825_CURTAINS,80321747,тюль готовый,"Тюль Sanpa ""Эльвира"", белый (201), полосы, 300х280 см, сетка, лента",21,,1.0
101,A11_825,A11_825_CURTAINS,80321748,тюль готовый,"Тюль Sanpa ""Эльвира"", шампань (202), полосы, 300х280 см, сетка, лента",21,,1.0
102,A11_825,A11_825_CURTAINS,80321749,тюль готовый,"Тюль Sanpa ""Эльвира"", бежевый (101), полосы, 300х280 см, сетка, лента",21,,1.0
103,A11_825,A11_825_CURTAINS,80321750,тюль готовый,"Тюль Sanpa ""Эльвира"", голубой (106), полосы, 300х280 см, сетка, лента",21,,1.0
104,A11_825,A11_825_CURTAINS,80324540,Шторы готовые,"Штора MICASA Fabien 8YP043, синий (07), клетка, 180х275 см, блэкаут, лента",21,,1.0
105,A11_825,A11_825_CURTAINS,80324542,Шторы готовые,"Штора MICASA Fabien 8YP043, серый (06), клетка, 180х275 см, блэкаут, лента",21,,1.0
106,A11_825,A11_825_CURTAINS,80324544,Шторы готовые,"Штора MICASA Fabien 8YP043, бежевый (03), клетка, 180х275 см, блэкаут, лента",21,,1.0
107,A11_825,A11_825_CURTAINS,80324550,тюль готовый,"Тюль MICASA Elia DLM 69#, белый, цветы, 300х280 см, вышивка, лента",21,,1.0
108,A11_825,A11_825_CURTAINS,80324694,Шторы готовые,"Штора ESTUDI BLANCO Josette A80039-26, пудра, 180х280 см, бархат, лента",21,,1.0
109,A11_825,A11_825_CURTAINS,80324695,Шторы готовые,"Штора ESTUDI BLANCO Josette A80039-23, голубой, 180х280 см, бархат, лента",21,,2.0
110,A11_825,A11_825_CURTAINS,80324697,Шторы готовые,"Штора ESTUDI BLANCO Josette A80039-10, кофейный, 180х280 см, бархат, лента",21,,2.0
111,A11_825,A11_825_CURTAINS,80324698,Шторы готовые,"Штора ESTUDI BLANCO Josette A80039-08, мятный, 180х280 см, бархат, лента",21,,1.0
112,A11_825,A11_825_CURTAINS,80324699,Шторы готовые,"Штора ESTUDI BLANCO Josette A80039-06, светло-фиолетовый, 180х280 см, бархат, лента",21,,3.0
113,A11_825,A11_825_CURTAINS,80324700,Шторы готовые,"Штора ESTUDI BLANCO Josette A80039-02, серый, 180х280 см, бархат, лента",21,,1.0
114,A11_825,A11_825_CURTAINS,80324701,Шторы готовые,"Штора MICASA Baudry A90030A-28, голубой, 150х280 см, блэкаут, лента",21,,1.0
115,A11_825,A11_825_CURTAINS,80324702,Шторы готовые,"Штора MICASA Baudry A90030A-26, фисташковый, 150х280 см, блэкаут, лента",21,,1.0
116,A11_825,A11_825_CURTAINS,80324703,Шторы готовые,"Штора MICASA Baudry A90030A-07, кофейный, 150х280 см, блэкаут, лента",21,,1.0
117,A11_825,A11_825_CURTAINS,80324704,Шторы готовые,"Штора MICASA Baudry A90030A-05, бежевый, 150х280 см, блэкаут, лента",21,,1.0
118,A11_825,A11_825_CURTAINS,80324705,Шторы готовые,"Портьера MICASA Baudry A90030A-27, фиолетовый, 150х280 см, блэкаут, лента",21,,1.0
119,A11_825,A11_825_CURTAINS,80324706,Шторы готовые,"Штора MICASA Baudry A90030A-21, темно-синий, 150х280 см, блэкаут, лента",21,,1.0
120,A11_825,A11_825_CURTAINS,80324707,Шторы готовые,"Штора MICASA Baudry A90030A-16, коричневый, 150х280 см, блэкаут, лента",21,,1.0
121,A11_825,A11_825_CURTAINS,80325029,Шторы готовые,"Штора ESTUDI BLANCO Jerome C 537796 V1, молочный, геометрия, 200х260 см, жаккард, лента",21,,1.0
122,A11_825,A11_825_CURTAINS,80325031,Шторы готовые,"Штора ESTUDI BLANCO Jerome C 537796 V4, зеленый, геометрия, 200х260 см, жаккард, лента",21,,1.0
123,A11_825,A11_825_CURTAINS,80325032,Шторы готовые,"Штора ESTUDI BLANCO Jerome C 537796 V2, синий, геометрия, 200х260 см, жаккард, лента",21,,2.0
124,A11_825,A11_825_CURTAINS,80325485,тюль готовый,"Тюль Garden ""Афина"" С W191 V70000, белый, 500х280 см, вуаль, лента",21,,1.0
125,A11_825,A11_825_CURTAINS,80325486,тюль готовый,"Тюль Garden ""Афина"" С W191 V71002, молочный, 500х280 см, вуаль, лента",21,,1.0
126,A11_825,A11_825_CURTAINS,80326757,Зеркало 083,"Зеркало Мартин ПЗ-200, Atelier",38,,1.0
127,A11_825,a11_825_CURTAINS,80327012,Декор. фигуры настольные,"Статуэтка Котики K9287D-TNKMF, H15 см, серый/серебряный",27,,1.0
128,A11_825,A11_825_CURTAINS,80328602,аксессуары для штор декор,"Подхват-кисть MICASA Kerry FS17801, 56 см, коричневый",21,,2.0
129,A11_825,A11_825_CURTAINS,80329445,Шторы готовые,"Штора MICASA Landry A90030A-09, серый, 200х280 см, блэкаут, лента",21,,1.0
130,A11_825,A11_825_CURTAINS,80329446,Шторы готовые,"Штора MICASA Landry A90030A-06, бежевый, 200х280 см, блэкаут, лента",21,,1.0
131,A11_825,A11_825_CURTAINS,80329447,Шторы готовые,"Штора MICASA Landry A90030A-32, пудра, 200х280 см, блэкаут, лента",21,,1.0
132,A11_825,A11_825_CURTAINS,80329449,Шторы готовые,"Штора MICASA Landry A90030A-17, коричневый, 200х280 см, блэкаут, лента",21,,1.0
133,A11_825,A11_825_CURTAINS,80329450,Шторы готовые,"Штора MICASA Landry A90030A-19, тёмно-фиолетовый, 200х280 см, блэкаут, лента",21,,1.0
134,A11_825,A11_825_CURTAINS,80329460,Шторы готовые,"Штора ESTUDI BLANCO Brenda A60001-01, оливковый, 200х280 см, блэкаут, лента",21,,1.0
135,A11_825,A11_825_CURTAINS,80329462,Шторы готовые,"Штора ESTUDI BLANCO Brenda A60001-03, серо-бирюзовый, 200х280 см, блэкаут, лента",21,,2.0
136,A11_825,A11_825_CURTAINS,80329463,Шторы готовые,"Штора ESTUDI BLANCO Brenda A60001-04, шоколадный, 200х280 см, блэкаут, лента",21,,1.0
137,A11_825,A11_825_CURTAINS,80329464,Шторы готовые,"Штора ESTUDI BLANCO Brenda A60001-05, фиолетовый, 200х280 см, блэкаут, лента",21,,1.0
138,A11_825,A11_825_CURTAINS,80329465,Шторы готовые,"Штора ESTUDI BLANCO Brenda A60001-06, серый, 200х280 см, блэкаут, лента",21,,1.0
139,A11_825,A11_825_CURTAINS,80329466,Шторы готовые,"Штора ESTUDI BLANCO Brenda A60001-08, кофейный, 200х280 см, блэкаут, лента",21,,1.0
140,A11_825,A11_825_CURTAINS,80331881,Шторы готовые,"Штора ESTUDI BLANCO Basile RC18C966, светло-серый, 200х280 см, велюр, лента",21,,1.0
141,A11_825,A11_825_CURTAINS,80331882,Шторы готовые,"Штора ESTUDI BLANCO Basile RC18C966, светло-сиреневый, 200х280 см, велюр, лента",21,,1.0
142,A11_825,a11_825_CURTAINS,80335685,Шторы готовые,"Штора MICASA LORETTE T5304, бирюзовый (05), 200х280 см, рогожка, лента",21,,1.0
143,A11_825,a11_825_CURTAINS,80335688,Шторы готовые,"Штора MICASA LORETTE T5304, тёмно-серый (10), 200х280 см, рогожка, лента",21,,1.0
144,A11_825,a11_825_CURTAINS,80335696,Шторы готовые,"Штора MICASA VIRGINIE T3904, светло-серый (04), 250х280 см, софт, лента",21,,1.0
145,A11_825,a11_825_CURTAINS,80335701,Шторы готовые,"Штора MICASA JACQUELINE JL701, голубой (21), 150х280 см, рогожка, лента",21,,1.0
146,A11_825,a11_825_CURTAINS,80335702,Шторы готовые,"Штора MICASA JACQUELINE JL701, серый (16), 150х280 см, рогожка, лента",21,,1.0
147,A11_825,a11_825_CURTAINS,80335704,Шторы готовые,"Штора MICASA JACQUELINE JL701, шоколадный (18), 150х280 см, рогожка, лента",21,,1.0
148,A11_825,a11_825_CURTAINS,80335705,тюль готовый,"Тюль ESTUDI BLANCO ABELIA 167, белый (0), полосы, 300х280 см, сетка, лента",21,,1.0
149,A11_825,A11_825_CURTAINS,80340650,Шторы на люверсах,"Штора MICASA Melanie 1840, серый (03), 200х265 см, блэкаут, люверсы",21,,1.0
150,A11_825,A11_825_CURTAINS,80340651,Шторы на люверсах,"Штора MICASA Melanie 1840, светло-бежевый (01), 200х265 см, блэкаут, люверсы",21,,1.0
151,A11_825,A11_825_CURTAINS,80340652,Шторы на люверсах,"Штора MICASA Melanie 1840, кофейный (04), 200х265 см, блэкаут, люверсы",21,,1.0
152,A11_825,A11_825_CURTAINS,80340653,Шторы на люверсах,"Штора MICASA Melanie 1840, коричневый (16), 200х265 см, блэкаут, люверсы",21,,1.0
153,A11_825,A11_825_CURTAINS,80340655,Шторы на люверсах,"Штора MICASA Melanie 1840, фиолетовый (10), 200х265 см, блэкаут, люверсы",21,,1.0
154,A11_825,A11_825_CURTAINS,80340981,Шторы готовые,"Штора ESTUDI BLANCO Eve A92096D02W, бежевый/фиолетовый/зеленый, 150х280 см, блэкаут, лента",21,,1.0
